Selected_Features,Accuracy,Normalize,Intervalo,HyperP
"Volume, rsi, sma_5_t, ema_10_t",52.28519195612431,True,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, sma_5_t, ema_10_t",51.61,False,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, ema_5_t, sma_5_t, ema_10_t",51.61486898232784,True,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, ema_5_t, sma_5_t, ema_10_t",52.65,False,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, ema_5_t, sma_5_t",50.76173065204144,True,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, ema_5_t, sma_5_t",51.8,False,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, ema_5_t, ema_10_t",51.7976843388178,True,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, ema_5_t, ema_10_t",53.02,False,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, sma_5_t, ema_10_t",50.15234613040829,True,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, sma_5_t, ema_10_t",50.09,False,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, ema_5_t, sma_5_t, ema_10_t",54.17428397318707,True,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, ema_5_t, sma_5_t, ema_10_t",53.44,False,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"rsi, ema_5_t, sma_5_t, ema_10_t",54.23522242535039,True,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"rsi, ema_5_t, sma_5_t, ema_10_t",53.75,False,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, sma_5_t",51.18829981718464,True,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, sma_5_t",50.82,False,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, ema_10_t",50.82266910420476,True,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, ema_10_t",51.31,False,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, sma_5_t, ema_10_t",51.12736136502133,True,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, sma_5_t, ema_10_t",51.55,False,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, ema_5_t, sma_5_t, ema_10_t",51.553930530164536,True,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, ema_5_t, sma_5_t, ema_10_t",52.04,False,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, ema_5_t, sma_5_t, ema_10_t",53.077391834247415,True,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, ema_5_t, sma_5_t, ema_10_t",53.69,False,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, ema_5_t, sma_5_t, ema_10_t",52.52894576477758,True,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, ema_5_t, sma_5_t, ema_10_t",52.41,False,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, sma_5_t, ema_10_t",51.91956124314442,True,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, sma_5_t, ema_10_t",52.89,False,Interval.in_3_hour,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t",49.90859232175503,True,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t",49.97,False,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, sma_5_t",50.82266910420476,True,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, sma_5_t",51.13,False,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_10_t",50.94454600853139,True,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_10_t",51.74,False,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, ema_5_t, sma_5_t",49.60390006093845,True,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, ema_5_t, sma_5_t",50.15,False,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, ema_5_t, ema_10_t",49.29920780012188,True,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, ema_5_t, ema_10_t",49.36,False,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, sma_5_t, ema_10_t",50.2132845825716,True,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, sma_5_t, ema_10_t",49.6,False,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, ema_5_t, sma_5_t",50.39609993906154,True,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, ema_5_t, sma_5_t",50.76,False,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, ema_5_t, ema_10_t",50.03046922608165,True,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, ema_5_t, ema_10_t",51.01,False,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, sma_5_t, ema_10_t",49.84765386959171,True,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, sma_5_t, ema_10_t",50.27,False,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, ema_5_t, sma_5_t, ema_10_t",49.54296160877514,True,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, ema_5_t, sma_5_t, ema_10_t",50.82,False,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, ema_5_t, sma_5_t",50.09140767824497,True,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, ema_5_t, sma_5_t",50.03,False,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, ema_5_t, ema_10_t",50.70079219987812,True,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, ema_5_t, ema_10_t",50.09,False,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, sma_5_t, ema_10_t",48.87263863497867,True,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, sma_5_t, ema_10_t",49.91,False,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, ema_5_t, sma_5_t, ema_10_t",49.96953077391834,True,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, ema_5_t, sma_5_t, ema_10_t",50.52,False,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"rsi, ema_5_t, sma_5_t, ema_10_t",49.29920780012188,True,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"rsi, ema_5_t, sma_5_t, ema_10_t",48.81,False,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, sma_5_t",50.76173065204144,True,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, sma_5_t",50.58,False,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, ema_10_t",50.5789152955515,True,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, ema_10_t",50.76,False,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, sma_5_t, ema_10_t",50.39609993906154,True,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, sma_5_t, ema_10_t",50.21,False,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, ema_5_t, sma_5_t, ema_10_t",49.36014625228519,True,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, ema_5_t, sma_5_t, ema_10_t",49.91,False,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, ema_5_t, sma_5_t, ema_10_t",49.36014625228519,True,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, ema_5_t, sma_5_t, ema_10_t",49.66,False,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, ema_5_t, sma_5_t, ema_10_t",49.42108470444851,True,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, ema_5_t, sma_5_t, ema_10_t",50.03,False,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, sma_5_t, ema_10_t",49.54296160877514,True,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, sma_5_t, ema_10_t",49.3,False,Interval.in_daily,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t",51.507537688442206,True,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t",50.25,False,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, sma_5_t",50.0,True,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, sma_5_t",50.5,False,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_10_t",53.517587939698494,True,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_10_t",54.27,False,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, ema_5_t, sma_5_t",45.22613065326633,True,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, ema_5_t, sma_5_t",44.47,False,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, ema_5_t, ema_10_t",46.733668341708544,True,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, ema_5_t, ema_10_t",44.97,False,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, sma_5_t, ema_10_t",46.733668341708544,True,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, sma_5_t, ema_10_t",45.48,False,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, ema_5_t, sma_5_t",55.527638190954775,True,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, ema_5_t, sma_5_t",55.53,False,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, ema_5_t, ema_10_t",52.26130653266332,True,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, ema_5_t, ema_10_t",54.77,False,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, sma_5_t, ema_10_t",54.2713567839196,True,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, sma_5_t, ema_10_t",57.04,False,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, ema_5_t, sma_5_t, ema_10_t",49.246231155778894,True,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, ema_5_t, sma_5_t, ema_10_t",47.99,False,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, ema_5_t, sma_5_t",48.99497487437186,True,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, ema_5_t, sma_5_t",50.0,False,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, ema_5_t, ema_10_t",50.50251256281408,True,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, ema_5_t, ema_10_t",50.5,False,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, sma_5_t, ema_10_t",54.77386934673368,True,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, sma_5_t, ema_10_t",50.0,False,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, ema_5_t, sma_5_t, ema_10_t",46.23115577889448,True,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, ema_5_t, sma_5_t, ema_10_t",46.48,False,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"rsi, ema_5_t, sma_5_t, ema_10_t",57.03517587939698,True,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"rsi, ema_5_t, sma_5_t, ema_10_t",54.77,False,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, sma_5_t",50.75376884422111,True,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, sma_5_t",50.5,False,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, ema_10_t",51.005025125628144,True,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, ema_10_t",52.76,False,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, sma_5_t, ema_10_t",51.256281407035175,True,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, sma_5_t, ema_10_t",50.75,False,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, ema_5_t, sma_5_t, ema_10_t",47.23618090452261,True,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, ema_5_t, sma_5_t, ema_10_t",46.98,False,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, ema_5_t, sma_5_t, ema_10_t",52.51256281407035,True,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, rsi, ema_5_t, sma_5_t, ema_10_t",53.27,False,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, ema_5_t, sma_5_t, ema_10_t",48.743718592964825,True,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Open, rsi, ema_5_t, sma_5_t, ema_10_t",49.5,False,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, sma_5_t, ema_10_t",51.507537688442206,True,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t, sma_5_t, ema_10_t",52.51,False,Interval.in_weekly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t",54.11764705882353,True,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_5_t",54.12,False,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, sma_5_t",56.47058823529412,True,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, sma_5_t",54.12,False,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_10_t",49.41176470588236,True,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, rsi, ema_10_t",54.12,False,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, ema_5_t, sma_5_t",50.588235294117645,True,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
"Volume, Open, ema_5_t, sma_5_t",51.76,False,Interval.in_monthly,"{'max_depth': 9, 'max_features': 1, 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 64, 'n_jobs': 5}"
